order_id,customer_id,customer_name,product_id,product_name,product_category,payment_type,qty,price,datetime,country,city,ecommerce_website_name,payment_txn_id,payment_txn_success,failure_reason
2d0455ed-7d23-407b-b9ae-08598bd36c46,21ff6b53-0ff0-4731-8f2e-17fd20017386,Matthew Martinez,3d9ea162-05ff-4982-ae3e-7bfa0f5604fc,Jacket,Clothing,Wallet,2.0,120.32,2020-02-08 00:43:54,Brazil,East Joshuafort,Flipkart,da6cc206-5c11-4f68-813c-d387d661f02e,N,Seek throw security whose leg some.
7996f7f4-b417-415f-a7e0-8705730196b6,248e50ec-2d0e-4930-9381-4ef4d8b35938,Andrew Cooper,e860ba1e-cb73-4d70-8fcb-119bc19813ba,Eggs,Grocery,Internet Banking,2.0,423.96,2020-10-06 07:24:48,India,Christinaside,Flipkart,d3a1c512-ac8e-4f58-9f41-8251bb0b31da,Y,No Failure
e20dfdda-da2c-44f9-ab51-8744dba1e397,983d1fb4-dbf9-4326-a899-ca45492e8c76,Alexander Gardner,181ae133-b4bb-4c74-9532-51f9035c3849,Textbook,Books,UPI,8.0,337.11,2020-03-17 13:24:04,Germany,Nicoleport,Amazon,3d9fe7f7-5a13-4e6c-9b7d-e70cf1b6704c,N,Through involve your approach.
6c9953fc-f0cd-4b75-a680-be53fca7b34c,f9a4d111-6a25-403b-9a35-2152570cde5d,Dalton Malone,74ad5d0d-c107-4e5d-9ec9-d420a35b5942,Chair,Furniture,Internet Banking,6.0,59.88,2023-07-16 17:53:38,India,Graymouth,Flipkart,c18d5d92-e1d7-4d1b-9b46-11f644698e1c,Y,No Failure
db095c2c-e843-4484-9070-181bd4e652aa,3794120b-6015-4245-ab32-867f2d168d88,Julia Lopez,d4ed8988-64ef-4a83-8bd6-9fdc4130c9e4,Chair,Furniture,card,5.0,453.37,2024-08-10 16:42:42,Germany,Boydland,Myntra,83c956fe-3b47-4007-bf25-779ec9efb5f1,Y,No Failure
2510c070-d94b-42eb-b6c5-2c02d657df6c,7ca8fc15-3631-4ffe-ada0-ad5742a1d37f,Robert Bond,90e0a6a9-c739-4da5-8221-6baf25b0cb55,Headphones,Electronics,UPI,2.0,273.56,2020-07-30 23:18:12,Brazil,Hillhaven,Meesho,604edd93-cdf3-4add-a7da-e61bf2133f80,N,Rest result we sit teacher paper.
cb9ec0b0-51f6-427c-a1ae-18e8592e2654,52e9e8b7-49e1-4a59-b05b-129ada693a8a,Mike Salinas,40affb1f-8094-4c2b-9e63-3e46a419c248,Sofa,Furniture,Internet Banking,4.0,15.86,2022-07-15 04:43:28,India,Yoderborough,eBay,999f8cb9-fb17-4490-b63d-49910ea56e7a,N,Trial sense interesting history better shake art.
8ed2fe41-fafc-4f7f-b452-074a729c8b5a,4c454af3-02ec-464d-a1fc-aee9f2798e17,Audrey Reyes,3a50081c-675b-4db3-8bd5-86e0db2128b3,Smartphone,Electronics,Wallet,5.0,229.20499999999998,2023-10-11 01:36:34,Canada,Silvafurt,Meesho,b1aabdbe-4ce6-4a65-9fb0-4e2431585713,N,Speech open set or.
5e8bee66-7c8f-4a77-b2b1-cb3a84956241,7249355a-5326-4c07-9c6c-a691416cb2c3,Dawn Reynolds,0916fd27-ff93-4204-a28a-7cc6f9319a06,Sneakers,Clothing,UPI,6.0,85.7,2022-03-06 14:53:22,India,Samanthaland,Flipkart,3a7f6af1-7150-46ef-be56-8d6cdadc0061,Y,No Failure
8984fda4-e3bb-4260-a170-09f250f48ba9,da7564e0-81d7-42f2-8054-76d369d05e09,Jerry Pace,80dfe3bb-6c7c-4c5c-a729-3165f9ee7bf9,Sofa,Furniture,card,2.0,44.11,2021-01-09 08:30:24,Australia,Baileyton,Flipkart,bf6d96b7-bb1c-48e4-814f-96acbdc0e6a3,Y,No Failure
f2d75c82-f170-4bb7-a215-c55d6edd84a7,79d13440-a8a5-4afd-a77a-83877b559844,Brian Oneal,b9913ca1-7900-45a2-875b-dd94f94fdb78,Sofa,Furniture,card,7.0,64.48,2022-07-07 12:30:10,India,East Alexanderland,Meesho,1915a7b4-8ca5-4970-81d2-bbe484b51f5a,N,Old good start above time hold argue we.
9dce43b4-629a-4ac8-9b7b-02bc9eabdb52,0f0f118e-4145-40f6-88b8-751d7f6cecd4,Dr. Paul Moore,a250ead8-daad-4d62-a980-c2c817992ad3,Jeans,Clothing,Internet Banking,8.0,450.96,2024-08-01 22:45:42,United States,Seanburgh,eBay,9920832c-1e81-4d76-a486-9f83dd3c5810,N,Lose decide step hour impact field.
cc5c6a75-b078-40b9-a878-f4f62740fbb7,95cc64d5-6302-48d0-832a-79b30958b19f,Brandi Johnson,c513f1f7-ad36-41bc-a21e-513b05ea67b6,Tablet,Electronics,Wallet,9.0,497.7,2021-08-09 06:57:11,Germany,Carolynton,Meesho,4f4476ab-d9fc-47da-a3c4-1f6b93eabcec,Y,No Failure
4086396a-ed21-46fc-bf11-308292e1da14,77add719-30ca-4068-9543-cdd774f1a371,Lynn Perkins,425a689f-9b4b-41d7-b5d6-48c58b63204d,Eggs,Grocery,card,8.0,498.52,2021-04-19 00:21:20,Australia,Emilychester,eBay,72ebcc95-7226-4ced-ba0e-9fcdf9c02266,Y,No Failure
ec4143f6-7534-4703-99ab-5705ee1a0325,fa1e8030-a821-4032-bee7-723b145781f8,Pam Curtis,8903e738-9d8b-41eb-b0a0-d3890bd3533c,Jeans,Clothing,card,5.0,229.20499999999998,2023-03-19 00:16:52,United States,New Michael,Meesho,e76432bb-9081-45fc-b554-1635ac16ba39,N,Economy indicate always box case.
1e6cee78-94d4-454f-9450-4cef0ef155e5,fd75e9a4-ecc4-422c-9537-22bb4e1e1379,Craig Evans,36b2e3cf-7a46-4ce3-ab77-f695268c6c7b,Yoga Mat,Sports,card,9.0,457.7,2021-07-16 19:47:41,Australia,Port Brandichester,Myntra,5678bb23-4d0f-4739-931e-c0ef81901c87,Y,No Failure
bd239649-72e5-4e60-9d46-f55438d67ae6,4afb968f-00a9-412f-bf86-30972eb69e7c,Cathy Paul,6ba0053a-fd62-4377-a794-776a756a3ca0,Comics,Books,UPI,5.0,229.20499999999998,2020-07-23 14:28:53,United States,Lake Jennifer,Myntra,78886eb5-cdb4-45ad-bdb5-aa7c385eb06a,Y,No Failure
156537bb-f6d1-43aa-a8d2-42143d9a0349,1475e267-f633-475c-9583-8d8287596958,Richard Green,8bf1d7b7-12db-4d79-9a18-4e37a9bcfc30,Milk,Grocery,Wallet,5.0,51.09,2023-11-17 14:20:24,Brazil,East Jessicaport,Flipkart,7dee28e2-353d-417e-b362-b32bf62e1b6f,Y,No Failure
74a8c20f-592c-49ed-86a1-9ba68ef31312,8b6f556f-50e1-4fbf-b2ea-421d46a0b2bd,Lisa Cole,d8e8a99e-57f0-42d0-9bec-55a797da6ba3,Chair,Furniture,Internet Banking,6.0,204.92,2022-10-01 14:01:32,Brazil,Lake Robert,Amazon,634fb030-0e9f-40e0-a14e-3c9f556e7e87,N,Usually control raise former.
f8a67842-078f-454c-9e04-542e7b798aed,bb48eb5c-ffc8-48e7-b21c-07159bf1de1c,Elizabeth Gonzalez,04480f5d-00f1-40ca-b068-a65f0286eec7,Chair,Furniture,Wallet,3.0,497.73,2020-09-14 06:54:55,Australia,Lake Christinachester,Flipkart,fb81dcfc-0c73-442f-b984-446d6a68a5cb,Y,No Failure
c0308036-2701-4173-9703-5f2bdd80b19a,4df599c5-a2a2-4cd3-a495-8b4585b6aff0,Courtney Zamora,fa8ea7e6-c50f-4e07-8383-03bf806db841,Golf Club,Sports,Wallet,5.0,229.20499999999998,2020-07-19 22:09:23,Germany,New Rebeccaville,Amazon,5a50947d-f41c-4b2f-aa42-eb97a14e5e97,N,Good down arm region pull myself very.
3834776d-8290-4977-8f37-4d5f73d5e40f,17cb4ab7-420d-4df6-bb67-a8e120a3091a,Heather Johnson,0e0d455a-8b37-45a8-b271-b36017c223af,Smartphone,Electronics,Wallet,5.0,96.87,2020-06-24 10:50:26,Canada,New Christophertown,Flipkart,6a89c472-5c4e-400e-8593-c332b0f09ca7,N,Memory economy every upon single.
14a234b5-07ca-40b8-8cc1-660eb8c06914,79ae7656-3032-43b0-b544-bc665c2ab29f,Travis Mason,d8b4be1c-5774-42f4-92e5-ca48fe35ebec,Textbook,Books,Wallet,5.0,245.0,2021-01-12 22:00:13,Australia,Lesliechester,Meesho,fcf75b08-6eca-423f-ac05-fef8e88ecfdc,N,His themselves way live.
ea7e6130-058e-4a79-a5df-3bc80640fd0d,7a6281b7-0f46-43e7-9618-eb6b200a1ee8,Dawn Walters,2544b788-c44f-4c00-b2fc-e1ea23b300de,Cookbook,Books,Wallet,9.0,313.74,2022-03-28 01:33:55,Canada,West Amanda,Flipkart,2e4262aa-a44d-493b-93db-bff342bf56af,Y,No Failure
33e93921-2241-4c96-9577-99880e7fdde1,1d2400aa-3c0f-4ac0-9b14-9f7b4a3ebb2c,Anthony Santana,852e2b4d-f4c3-4334-8d6b-c6db67715117,Cookbook,Books,UPI,5.0,132.69,2021-09-17 23:31:41,Brazil,Lake Michelle,Flipkart,29c0d38f-ee22-4c24-9be7-4653ac01c0d5,N,Impact answer specific travel.
3bcc5fdb-0699-4453-a71e-81e081e033df,cc363b21-16a7-4ff7-8f85-11a5d5d566ce,Sherry York,5b586338-4032-4213-8958-f88182b37542,Textbook,Books,UPI,7.0,229.20499999999998,2023-10-20 16:15:30,Australia,Port Jenniferhaven,Flipkart,03ebf632-a44a-49ee-b790-9ded05e2e4ea,N,Leader concern step card idea world spring.
d3247f22-bea3-4b04-a992-2a9e29d69a0a,20ab185c-8be5-4a22-b9ee-ad91d64b6c09,Maria Mendoza,3ceb5892-8495-48d7-bf5d-cbcd8d83f2a6,Tablet,Electronics,card,8.0,143.92,2020-10-02 02:48:15,India,West Laurahaven,Meesho,f3994456-1af4-4e28-946f-fa29ebd294dc,Y,No Failure
188a4f3d-23eb-4104-aa79-ecd80e2ac49f,564046aa-7574-4589-ad9f-e57cda1525dd,Amy Holland,e26d18b0-1418-4a58-86e3-ee6222f7dc32,Jeans,Clothing,Internet Banking,4.0,322.59,2021-09-19 17:42:15,United States,Crystaltown,Amazon,081d389e-a82f-4585-8faa-dfd062111408,N,Protect before government treat.
5a5449bf-7ede-4cdc-8cc0-2c03ddd91139,773940d4-e953-4589-910d-1064d82a1198,Ashley Poole,a28102a1-feee-4683-a47b-859bc51e7d34,Sneakers,Clothing,Internet Banking,6.0,397.9,2020-05-12 10:23:14,Australia,Matthewville,Amazon,54692157-4f90-40c6-a8a3-020f48376bc3,Y,No Failure
58355857-62a9-493d-a7e8-5e31c8dfc770,c592a1b7-8c38-4057-929f-bbfc1ca99deb,Hannah Gill,2a90517d-a42c-44bc-8317-e7921b097dae,Tablet,Electronics,Internet Banking,6.0,344.69,2021-04-26 14:10:58,Australia,Susanside,Meesho,27412f50-8c2b-4452-baa9-1e5446e59e88,N,Let form painting responsibility leg question worry.
2639f296-4758-4463-bd0e-5afe57c9876b,cd886e9f-128c-4439-884d-b86babe54efe,Sarah Li,d6c6da5f-fe19-4ace-ac2d-b66655f95aa8,Tablet,Electronics,card,4.0,140.61,2021-06-10 17:08:51,Australia,North Maureen,Flipkart,843b08ae-de82-49b1-a998-36e7cba1c6ef,N,Cold group author.
a964a942-8800-49aa-851b-490c189bbdf2,83dfa24b-2721-4cb2-95bb-0adcdd963b89,Billy Johnson,ba34cdc5-3413-49c0-8f33-9033e9799b0d,Camera,Electronics,UPI,7.0,404.63,2020-09-25 02:01:45,Brazil,Katherineburgh,Flipkart,d2c19214-93bb-4d99-8210-48690c70fecc,N,Hope could once subject feel mother.
85ddf884-3562-4752-a55a-bd43a6bf7353,f04958ad-d1b7-45e3-b7d8-951d7feedcfb,Roy Harris,2ea1783b-2c40-4d5f-a8d5-6510dfb84076,Jacket,Clothing,UPI,5.0,127.21,2024-02-25 16:39:11,United States,Matthewstad,Amazon,74428346-e148-4cb9-8b0b-5414f4e0199f,N,Four member if item onto artist add.
7ed43e2e-fb34-427e-b1c3-1d221835efc8,8da751d7-1080-4193-a311-75a4e9623524,Colton Sullivan,f6c900ca-44f8-4860-9f8c-237ef03ba0ee,Jeans,Clothing,card,7.0,493.45,2024-02-01 04:14:55,Australia,New Jessicaside,Amazon,2171b851-1a2c-40ba-baa3-40c5c2d04d07,N,Wish help see response.
96ce5c1b-fde3-413f-ba95-f416e7c81479,f8ea5b81-121f-47fe-a4be-7270f2751b49,Todd Cole,27b6b65a-f132-4c95-8dc8-e72ec3071d87,Camera,Electronics,Internet Banking,8.0,398.01,2024-06-19 11:05:35,Australia,East Chaseview,Myntra,2c324220-969f-4861-8fd8-c78668f2fdad,Y,No Failure
91f04e47-ab80-44f3-805e-e873cde57bbf,de514fce-4d43-4752-8191-4606aaccb197,Diana Mclaughlin,5e9ebf06-ea9e-4d3e-a84a-8092f2e66af0,Tablet,Electronics,Wallet,5.0,229.20499999999998,2021-10-18 10:54:49,Germany,Kelleychester,Flipkart,e3bf7288-be11-4d88-8af6-b34b844eedc9,N,Leg them east behind firm appear daughter.
693597ed-687f-450e-8c49-b726d7f95891,408a053a-c667-4f53-9225-8fdf33e3cc4e,Joanna Brown,7f1401e9-b613-46e3-ab3c-70b86299124e,Sneakers,Clothing,Wallet,1.0,459.13,2021-12-05 01:10:56,Australia,Francesville,Myntra,d7ebde81-075e-4911-a213-dd28f84743e2,Y,No Failure
dba3493e-f550-48e6-a14a-6bbfc01238ee,e2b7cfea-f913-487a-9fbe-2698ac64756c,Michelle Holt,1104bf66-a819-4ba0-aefc-94fa13b7e27f,Jeans,Clothing,Wallet,3.0,291.98,2024-05-25 19:29:35,Canada,South Meganville,Amazon,c6a7c224-2e91-4971-8c7a-7c85fedefc39,N,No rule third song.
571c9cb9-8014-493c-91b6-cf1f379e72d5,ec735d71-b99b-486a-ad31-9d906cd4b3da,Michael Cain,8a8fee7f-09de-401f-bb6e-4593a1d35b80,Golf Club,Sports,card,8.0,328.67,2021-09-07 06:54:03,India,Sydneyton,Myntra,38c9f94b-40e1-48e5-a430-df4606ea4375,Y,No Failure
a2fce454-a1b3-445a-a6ec-04829fe7b8a6,8c5891cd-7d09-414c-a015-3f8df933eb73,Mark Craig,a9bbe267-8883-4919-b5e3-a82c22ff0f89,Novel,Books,UPI,6.0,154.28,2023-07-06 15:35:43,Germany,Xaviershire,Myntra,f82263d9-22a7-4539-8cc8-8361ea021ae3,Y,No Failure
f4ef5ab8-0081-4fb5-9bd1-a08ab12bdc90,0068dc1c-f1a2-4951-91b6-fae817a33cbf,Yvette Walker,dfbafe01-03d1-46bf-9092-3c8f846566f3,Golf Club,Sports,Wallet,5.0,416.93,2020-02-25 03:25:45,Germany,Sanchezburgh,Amazon,9aa6cdf8-acfe-4386-85c9-39f5486faeec,Y,No Failure
de68857e-f279-4121-bd09-fdec7d87d00e,05d3ce5f-4680-4baf-aeaf-ae18b75eaee9,Antonio Johnson,77cf69fe-5373-4a73-88d2-e77a4a508779,Tablet,Electronics,Internet Banking,8.0,459.73,2024-04-15 10:30:02,United States,New Frances,Amazon,529853c6-bfea-43d0-acbb-1312055bed5c,Y,No Failure
b46cfb6f-cce1-4abb-ab94-b575122763f9,08abc92f-9c16-4e00-afd0-cea29467959a,Samantha Jackson,c932f5c7-eb85-4871-995d-d7d371a91afa,Novel,Books,UPI,1.0,487.5,2023-05-09 05:41:54,Germany,East Ianmouth,Myntra,09b5cf1f-56cf-46fc-9703-347fe90aab92,N,Month nation both cell.
5813c8b2-7ab6-461d-85ac-458cce8d5c8e,48e2815a-11c0-4b9e-ab28-f38e21da55f3,Carlos Mcdonald,c97d1c16-bee3-44e6-bf4a-6a50eebbfccd,Dress,Clothing,UPI,2.0,321.61,2024-06-02 05:32:30,Brazil,South Jeremy,Meesho,9fa588a4-2516-4b06-8ce0-f099c3f3d981,N,Sister must actually live ten move base say.
d54d9bae-c7a4-47cb-b0df-d331b1230d75,06e36bc8-00c0-448c-8ade-65d48448447a,Steven Bass,85bd2b98-5b53-4157-9abd-ba44b56c4577,Football,Sports,Wallet,2.0,84.35,2024-07-09 06:34:06,Canada,East Brian,Amazon,73cb07ad-819e-4f40-8798-10af13954366,Y,No Failure
b30f3bec-9ba8-49fa-981d-6a52944611eb,3dacf7ef-8a9f-4069-aeee-7abba4894c58,Michelle Perez,235a6874-1e98-4d72-883c-80ebabe06432,Comics,Books,UPI,2.0,77.49,2022-02-02 04:40:52,Germany,Brownton,Myntra,028dbd44-4c0d-4fc3-94be-2ffa463e39e1,Y,No Failure
a9333ad0-4c41-4e2a-ab2c-21ca756475d8,185d8c66-607a-45fe-8e71-168e9622145a,Steven Cisneros,1945a39d-90d6-43e8-a6e2-e102d04c6c9f,Camera,Electronics,UPI,3.0,485.5,2023-09-29 02:38:03,Germany,Brettborough,Meesho,ec5f57f1-474b-424f-9da0-70adf0007976,Y,No Failure
041a0162-4380-4510-9ed5-959d6ef7eb96,10e407c3-85d4-4464-91d2-95840166e355,Michael Pope,8d04e414-2350-4899-8e27-0be05ab3f1f8,T-shirt,Clothing,Wallet,8.0,184.59,2023-08-01 04:06:15,United States,Lake Ashleymouth,Meesho,82844911-febb-4893-b7df-b0f116079f00,Y,No Failure
95a09a2c-0b55-4f0a-acf3-2d42a7cccf2a,e6651aaf-96ff-4e02-be4c-3f1e3a6f64ae,Ronald Francis,fd5483c8-aa38-4055-84c2-06faaff405b6,Smartphone,Electronics,card,2.0,51.63,2021-07-18 04:19:21,India,Port Richardview,Myntra,f78438ca-1bfd-409a-9461-11f26eae8ce5,N,Better specific out discuss.
ced8234b-0c2c-4372-a3bd-026b89b49887,f127da56-4c16-4eac-bca9-bd2514d7de3f,John Stafford,4c5c8aab-a38c-4f5e-8dee-6a6f896604bb,Bread,Grocery,Wallet,9.0,144.26,2021-05-31 18:58:35,Australia,North Christopher,Meesho,1459efd4-6c6a-4888-b11f-909e04acd4bd,Y,No Failure
e525eb13-1937-4645-8198-a3d4ed038b1d,59addbaf-dd76-401b-b15d-3642a833b099,Mary Thompson,3dda6acf-6f90-46b7-8a76-9420f51b362b,Camera,Electronics,card,3.0,336.64,2023-10-13 23:38:31,Brazil,North Thomas,Amazon,b51fdd38-6f64-4110-9054-c098f1b70b76,Y,No Failure
73a30562-735d-4e6f-930b-fbbef2ca01ec,00cc2447-2205-4be0-b139-4a7de1c4a119,Amanda Hendricks,d5cccde5-795d-4690-bbe4-a9cd0c3114b6,Smartphone,Electronics,Wallet,1.0,221.61,2020-05-30 14:18:27,Canada,Lake Madison,Flipkart,cf2e5e29-2e8b-42bc-9901-6ac5183ec863,Y,No Failure
654da228-4338-45ab-8af9-43e8dbb0bf9a,28d42b79-6b17-471e-8426-ad332c01e88a,Tracy Vargas,e1592e09-212b-403e-ac44-79f4b2da7c8a,Headphones,Electronics,UPI,9.0,52.3,2023-05-25 21:35:40,Australia,West Michele,eBay,c3969091-a12b-49ce-ad5d-08717a8effa2,N,Quality main summer view hotel.
efc7a66b-d2c2-4095-88f0-fb8e8f9d2ba6,11ef160b-c93b-41f0-8af7-ae53034edb2a,Richard Vincent,5036858d-944f-4e69-aa8c-d89913032bc5,Chair,Furniture,Wallet,8.0,461.81,2020-09-04 21:27:52,India,Medinastad,Amazon,b34fe673-8312-4e81-926b-8cbbd0d3af36,Y,No Failure
3276c7f2-af24-40a9-807b-e1591defb6e3,3778b135-a053-48de-9526-6e20817c1c84,James Robinson,7b6ac528-9861-4502-b85f-cc4c81cba8d1,Bed,Furniture,card,4.0,347.54,2023-04-01 09:05:33,Brazil,West Kristimouth,Flipkart,a8e6142b-b7ad-4a73-9845-8c73809bd839,N,Much relationship together operation quality matter letter.
adbc8cd2-155a-4e2f-b1d0-e9259b654619,ac7198e1-9b60-4df5-9358-b347aa0e52e2,Benjamin Hanna,1bf4c844-170f-4673-be40-b8f0aae914d9,Tennis Racket,Sports,UPI,1.0,229.20499999999998,2024-07-09 10:30:34,Germany,Thomasmouth,Meesho,fc687739-e700-44e6-b020-6d2c28c83c18,Y,No Failure
d2cb17b9-c623-4704-bfd5-f82e02929f99,854ec1e0-2f51-4986-aa9d-0dbcf34ec4ad,Caleb Charles,eda34266-27a9-4afb-8f49-acbd08b780a7,Jacket,Clothing,Wallet,5.0,53.64,2024-05-16 13:03:53,Germany,Joshuaport,Meesho,3d7c62e9-5674-4148-89fb-7747a899974b,N,These president walk.
aa2ee64a-7458-4be9-a7c3-eb8049199be5,793cc884-10a1-47bf-8154-3611535e265e,Javier Ellis,5ca7af41-ac5c-4e26-9876-77190f947a4f,Yoga Mat,Sports,UPI,3.0,82.78,2024-05-24 10:43:42,United States,Cortezhaven,Meesho,d55fb297-ffa3-4375-9c9d-f98cb9654a0e,N,System matter research million anything recognize.
b9e68f3d-5a26-4f22-af97-aae3c3fb9a9c,e0432ee7-3f7f-48df-9cc5-0461499d3c1a,Amanda Johnson,29490f3b-d404-4b62-9682-c2df2392eb4a,Chair,Furniture,UPI,2.0,383.1,2021-03-13 14:46:52,Brazil,Jonesville,Myntra,7dcec5ec-75b7-4145-a3e7-344ea8a6e587,N,Section national base white according.
524eb1ce-04ca-4cdf-9f32-a23cf115d860,04bd2a7b-44d0-48a8-8186-71eb917498a3,Amanda Booker,bfe5d9f2-f706-4a64-a16f-02a25f00dce3,Vegetables,Grocery,Internet Banking,4.0,284.87,2023-09-05 17:37:01,Germany,Lake Nancy,Meesho,5fd86c4c-5916-4ee7-9d71-488469c58a7c,Y,No Failure
9a865138-ecb4-409a-ac06-167c7f6d4c78,c07bed4d-1ffc-4a83-a70b-84dcec1aea37,Teresa Campbell,da5ca1ba-8fb3-4d2c-b661-c75bf3e89f44,Comics,Books,card,6.0,102.94,2021-03-12 21:23:11,Canada,Yatesberg,eBay,ab158801-a674-4b51-aec2-c79ebf889702,Y,No Failure
994607f4-939c-4512-a027-69ee18010f78,0f3e558a-07a7-4f85-aca7-ca8e8cca9d40,Alejandro Orozco,0816ae2e-8498-470c-8362-d8d8e7c192d8,Tennis Racket,Sports,Wallet,4.0,94.39,2024-04-09 10:32:09,United States,West Ryan,Flipkart,5a585657-22e2-404f-a7f8-e5fb17220b66,Y,No Failure
537f1bcd-4233-441d-9a3f-2477697a1afe,9323dfea-edc9-4a4f-bb9a-8dadb11e6235,Crystal Hardin,c7193a01-17f5-4b40-b65b-8c39e7a8d93b,Jacket,Clothing,Wallet,1.0,496.65,2020-12-23 04:28:33,Germany,Rachelside,Flipkart,2d27183e-05d7-42c0-9423-5d0d85166494,N,Challenge different sound remain garden build senior.
8be1bc85-bb1c-48ac-9990-d2a8fa724dd2,e1079a83-ef20-41be-862d-9d032e6a0cfd,Gina Flowers,99da0f6d-bc5e-4305-94a9-732509b1f667,Fruits,Grocery,Wallet,6.0,463.13,2020-01-12 09:21:14,Germany,Wilsontown,Myntra,71437b2a-8cac-48ff-8764-2eb8e5b9ada8,N,Nearly commercial risk trial.
4bd937b5-5bea-4e0b-91cd-e8ed776a083b,4b06ec45-bba0-46a9-8b11-e4c0fbb73a00,Timothy Nguyen,3fe30ad5-ae14-4dfb-b857-de2aebfde16a,Tablet,Electronics,card,5.0,229.20499999999998,2022-01-19 17:04:50,Brazil,West Cynthia,eBay,d23fb7ff-868b-466c-9681-fa7b55f86ec6,Y,No Failure
b2834a72-bab6-4489-9a4a-699e7bba90c3,3451af98-fba4-419e-bace-382d2a507bd7,Kim Williams,e628de81-5492-43c3-b802-4659eed478eb,Golf Club,Sports,UPI,8.0,229.20499999999998,2022-06-21 14:34:45,Germany,East Justinside,Meesho,01f3e747-1cf4-427d-89e6-cc51643b95a1,N,Method bring black.
652caf42-39a4-4922-9419-0e717686a899,c8f65c5e-7236-4d8a-8796-de14e2bb24ce,Kyle Smith,7dc72d0d-0c1c-4f73-a8cd-358bde0ff691,Tablet,Electronics,card,1.0,280.01,2021-02-26 09:28:43,Germany,South Samanthashire,Amazon,31db23f9-9bb7-4897-9117-a92b5b1e3ccc,Y,No Failure
